COUNTRY,STATION,SOUID,YEAR,ANNUAL,WINTER_HALF_YEAR,SUMMER_HALF_YEAR,WINTER_DJF,SPRING_MAM,SUMMER_JJA,AUTUMN_SON,JANUARY,FEBRUARY,MARCH,APRIL,MAY,JUNE,JULY,AUGUST,SEPTEMBER,OCTOBER,NOVEMBER,DECEMBER
France,BOURGES,32,2013,39.18,20.32,56.57,13.78,37.6,70.54,28.82,6.42,19.61,30.86,43.94,38.2,51.94,81.1,77.98,45.33,24.95,16.31,31.67
France,BOURGES,32,2014,44.94,30.08,60.49,25.73,56.93,61.38,44.22,17.23,28.57,61.18,53.53,55.97,79.22,55.11,50.38,69.42,39.57,23.83,5.13
France,BOURGES,32,2015,48.33,25.42,67.03,16.71,53.8,75.05,38.32,14.76,31.7,38.06,65.11,58.58,83.44,75.46,66.51,53.08,33.71,28.33,30.78
France,BOURGES,32,2016,42.65,28.14,56.99,22.93,41.82,65.49,41.19,16.67,21.24,37.66,41.86,45.94,37.86,76.05,81.67,57.5,45.27,20.67,27.63
France,BOURGES,32,2017,45.31,30.38,62.11,25.8,59.41,63.26,37.72,24.33,25.39,38.17,74.47,66.08,74.11,52.02,64.01,42.11,45.59,25.19,11.42
France,BOURGES,32,2018,48.72,25.75,70.93,16.26,49.31,79.76,47.51,8.87,29.79,34.01,48.36,65.54,74.36,86.51,78.23,72.03,48.84,21.61,15.32
France,BOURGES,32,2019,49.95,33.12,70.29,25.25,56.03,80.47,35.22,14.57,48.07,51.37,56.78,59.97,77.03,90.86,73.41,63.25,22.9,19.92,21.69
France,BOURGES,32,2020,48.48,27.9,68.5,25.71,64.68,67.2,39.46,25.7,30.03,47.02,69.64,77.55,54.08,84.14,62.96,62.0,18.31,38.78,11.4
France,BOURGES,32,2021,44.58,27.21,58.46,18.0,57.86,57.64,43.48,13.17,30.65,51.67,68.58,53.68,64.08,54.11,54.92,55.78,53.58,20.75,13.63
France,BOURGES,32,2022,50.6,31.49,72.68,21.94,60.05,83.03,36.5,18.17,35.3,47.55,53.08,79.27,73.56,95.3,79.95,53.69,35.99,19.83,13.95
France,BOURGES,32,2023,46.51,25.91,65.54,21.26,50.6,69.27,45.15,11.72,39.91,35.19,47.0,69.49,88.0,65.38,55.03,68.58,46.48,20.33,11.61
France,BOURGES,32,2024,37.71,24.67,55.26,14.86,41.27,68.85,25.71,22.23,10.46,35.83,44.44,43.63,61.22,65.56,79.52,36.44,24.81,15.89,10.94
France,BOURGES,32,2025,47.09,24.62,65.37,19.61,56.67,75.72,33.52,17.85,31.16,47.39,57.92,64.73,87.94,68.23,71.37,41.78,40.16,18.39,17.2
France,TOULOUSE-BLAGNAC,33,2010,48.63,31.62,65.24,22.62,56.57,69.66,42.7,19.84,28.1,46.72,72.06,51.42,65.11,71.72,72.02,59.11,47.1,21.75,27.45
France,TOULOUSE-BLAGNAC,33,2011,52.58,34.43,67.29,29.47,65.81,62.99,53.32,28.95,32.29,48.41,76.28,73.06,56.64,63.52,68.6,65.53,62.04,32.08,22.2
France,TOULOUSE-BLAGNAC,33,2012,49.85,41.76,61.66,29.51,55.6,72.43,39.35,21.34,46.03,66.8,31.89,67.34,69.44,74.14,73.6,52.53,38.6,26.94,28.71
France,TOULOUSE-BLAGNAC,33,2013,45.17,31.8,58.82,26.31,43.7,71.26,35.83,16.94,34.05,45.62,44.11,41.4,56.31,83.47,73.52,53.36,36.99,17.11,37.74
France,TOULOUSE-BLAGNAC,33,2014,48.61,33.46,60.41,30.01,54.63,61.96,54.04,18.95,33.69,55.78,52.56,55.48,76.5,54.76,55.08,68.58,63.2,30.03,18.33
France,TOULOUSE-BLAGNAC,33,2015,51.17,33.37,67.16,24.93,49.84,75.14,45.97,23.44,33.87,31.29,64.03,54.65,82.61,77.2,65.86,58.75,44.06,35.17,42.61
France,TOULOUSE-BLAGNAC,33,2016,47.9,34.97,64.07,31.12,45.28,72.63,43.99,21.16,29.48,37.02,44.14,54.65,60.06,77.18,80.24,67.5,41.18,23.39,37.69
France,TOULOUSE-BLAGNAC,33,2017,50.55,34.93,64.69,33.01,62.37,64.47,47.33,27.28,34.17,45.4,77.47,64.73,73.28,54.33,66.08,52.58,53.12,36.08,21.72
France,TOULOUSE-BLAGNAC,33,2018,47.27,31.94,66.16,20.95,45.04,75.59,48.17,15.75,25.86,38.66,53.53,43.2,63.61,84.81,77.96,73.61,38.79,32.42,18.12
France,TOULOUSE-BLAGNAC,33,2019,51.21,37.2,66.13,31.17,53.39,76.31,41.39,21.48,56.34,57.77,44.64,57.47,71.97,79.78,77.04,65.36,37.69,21.25,24.11
France,TOULOUSE-BLAGNAC,33,2020,49.67,32.9,64.82,30.35,57.45,67.76,46.29,26.53,41.09,46.85,49.36,75.86,57.86,79.22,65.89,59.83,34.41,45.03,13.98
France,TOULOUSE-BLAGNAC,33,2021,48.98,34.15,62.15,23.2,59.18,66.7,40.11,20.13,36.82,55.13,63.81,58.76,65.67,61.4,73.01,50.06,52.26,17.61,31.96
France,TOULOUSE-BLAGNAC,33,2022,52.94,36.15,69.8,35.59,52.59,80.31,44.26,36.42,38.69,39.62,43.58,74.27,67.94,96.05,76.53,59.17,43.79,29.83,27.61
France,TOULOUSE-BLAGNAC,33,2023,49.82,35.12,64.35,31.43,50.68,68.29,50.27,16.85,51.79,42.28,52.44,57.37,60.44,71.64,72.53,71.42,50.65,28.75,22.31
France,TOULOUSE-BLAGNAC,33,2024,44.96,33.05,57.93,23.78,49.54,67.73,37.45,23.25,25.92,46.8,53.83,48.12,55.44,75.86,71.48,42.11,32.07,38.33,25.43
France,TOULOUSE-BLAGNAC,33,2025,49.41,34.28,62.78,30.14,55.33,69.78,42.46,24.84,41.22,44.57,52.31,69.01,77.19,63.04,69.35,45.36,49.27,32.53,23.71
France,BORDEAUX-MERIGNAC,34,2010,50.18,32.77,66.15,24.98,57.09,69.39,46.14,23.09,30.48,50.32,69.36,51.99,64.03,75.67,68.31,67.64,48.49,22.22,29.35
France,BORDEAUX-MERIGNAC,34,2011,51.12,35.03,66.28,30.66,68.6,58.98,48.48,31.21,31.49,46.64,77.61,81.83,57.5,53.76,65.62,61.25,50.56,33.56,21.34
France,BORDEAUX-MERIGNAC,34,2012,48.75,39.85,60.45,28.43,57.56,65.12,42.72,15.65,49.68,68.71,33.58,69.62,61.44,67.2,66.59,63.53,31.99,33.0,23.98
France,BORDEAUX-MERIGNAC,34,2013,45.57,30.99,59.43,25.41,44.64,73.03,34.93,15.0,38.51,44.25,52.92,37.02,53.0,88.98,76.45,47.39,37.58,19.72,35.0
France,BORDEAUX-MERIGNAC,34,2014,48.34,31.23,64.83,26.81,53.68,67.7,49.84,18.44,27.02,48.84,57.56,54.76,81.97,65.46,56.13,73.72,51.96,23.75,19.87
France,BORDEAUX-MERIGNAC,34,2015,49.18,30.22,65.63,24.33,46.85,75.47,44.53,20.3,33.75,31.83,54.75,54.22,83.56,75.48,67.63,58.14,45.4,30.03,34.49
France,BORDEAUX-MERIGNAC,34,2016,46.07,32.06,61.07,25.79,45.04,69.52,43.99,15.65,27.33,39.11,44.92,51.08,50.42,73.41,84.11,61.64,45.03,25.28,33.55
France,BORDEAUX-MERIGNAC,34,2017,50.72,34.84,65.29,33.21,62.21,64.85,47.8,35.56,30.24,38.63,77.58,70.91,72.97,50.86,70.97,48.56,49.73,45.06,16.88
France,BORDEAUX-MERIGNAC,34,2018,49.15,31.6,69.27,18.79,47.33,78.51,52.19,10.46,30.12,37.63,45.97,58.33,70.56,83.01,81.69,75.53,45.51,35.75,14.44
France,BORDEAUX-MERIGNAC,34,2019,49.24,38.45,64.76,29.25,54.63,74.53,36.0,20.35,55.51,60.7,44.5,58.36,65.28,85.78,72.23,61.67,31.29,15.19,20.27
France,BORDEAUX-MERIGNAC,34,2020,50.29,29.17,66.07,27.77,57.06,68.83,47.59,26.1,37.59,44.65,49.89,76.4,58.22,85.11,62.82,63.11,32.15,48.03,19.22
France,BORDEAUX-MERIGNAC,34,2021,48.59,33.69,60.41,22.49,59.55,61.26,46.77,24.46,23.93,53.84,67.67,57.39,67.0,52.93,64.03,53.67,55.59,30.75,30.24
France,BORDEAUX-MERIGNAC,34,2022,50.86,38.8,68.01,34.53,55.95,72.64,42.23,36.24,37.38,42.23,49.0,76.4,68.75,94.19,54.87,64.17,33.52,29.28,23.2
France,BORDEAUX-MERIGNAC,34,2023,47.97,30.23,65.13,29.13,52.86,65.39,45.95,16.1,50.12,31.05,56.78,70.89,68.42,61.99,65.86,66.75,47.15,23.92,17.66
France,BORDEAUX-MERIGNAC,34,2024,42.66,27.62,56.88,18.8,46.74,64.01,39.08,19.14,19.66,37.58,56.69,46.26,55.94,65.81,70.03,46.14,31.77,39.56,22.77
France,BORDEAUX-MERIGNAC,34,2025,50.93,34.19,64.99,28.76,57.04,73.16,43.42,23.66,41.04,47.18,56.58,67.34,77.14,73.98,68.49,45.92,49.09,35.06,25.11
France,CHATEAUROUX DEOLS,35,2010,39.11,24.41,54.5,14.15,49.73,55.98,35.07,10.78,19.26,45.4,64.75,39.52,39.86,69.68,57.88,55.22,41.1,8.69,15.67
France,CHATEAUROUX DEOLS,35,2011,47.85,26.02,66.46,19.17,67.83,61.35,42.51,18.36,23.93,47.58,76.03,80.13,62.36,62.93,58.79,58.42,41.56,27.58,15.32
France,CHATEAUROUX DEOLS,35,2012,44.74,35.01,57.37,26.79,53.65,61.77,35.82,17.82,48.65,59.78,41.22,59.54,55.5,61.16,68.44,57.78,32.45,17.33,17.2
France,CHATEAUROUX DEOLS,35,2013,39.88,21.92,56.54,16.07,38.85,70.05,28.67,8.28,23.45,32.82,46.11,37.85,52.36,81.32,75.89,44.89,24.78,16.47,32.8
France,CHATEAUROUX DEOLS,35,2014,43.6,29.71,57.98,25.56,54.82,59.28,43.0,15.73,28.42,59.49,51.94,52.93,73.92,53.12,51.29,65.22,42.28,21.53,7.04
France,CHATEAUROUX DEOLS,35,2015,47.36,25.6,65.41,17.58,52.33,73.16,37.55,15.78,31.25,36.13,61.44,59.7,82.72,73.2,63.87,51.53,31.61,29.72,30.97
France,CHATEAUROUX DEOLS,35,2016,40.96,28.11,54.95,22.98,40.96,62.74,39.33,16.26,21.61,38.09,39.19,45.54,37.0,73.58,76.83,56.53,43.76,17.56,23.92
France,CHATEAUROUX DEOLS,35,2017,45.29,28.19,62.3,23.93,56.53,65.65,37.81,23.55,24.35,35.3,73.97,60.89,81.39,53.36,62.72,41.83,44.25,27.14,14.11
France,CHATEAUROUX DEOLS,35,2018,47.57,26.2,69.07,17.33,48.86,76.58,47.34,8.52,30.65,33.01,47.19,66.32,72.42,80.54,76.64,70.78,48.04,23.17,12.63
France,CHATEAUROUX DEOLS,35,2019,50.2,33.59,69.97,25.25,56.01,80.25,35.0,16.51,48.9,53.47,54.97,59.57,75.28,92.58,72.74,64.19,23.52,17.67,23.2
France,CHATEAUROUX DEOLS,35,2020,47.73,28.02,66.53,27.0,62.9,65.91,38.72,25.91,32.21,45.54,66.31,76.96,54.58,82.53,60.24,57.89,19.25,39.67,11.53
France,CHATEAUROUX DEOLS,35,2021,44.81,27.94,58.35,18.68,58.0,58.13,42.52,15.89,29.67,52.2,67.31,54.78,62.61,56.59,55.35,53.75,52.42,21.06,15.4
France,CHATEAUROUX DEOLS,35,2022,49.63,30.49,71.68,22.97,57.64,81.28,36.96,17.5,37.41,39.52,52.67,80.56,71.81,94.27,77.45,52.08,36.16,22.67,12.28
France,CHATEAUROUX DEOLS,35,2023,46.79,25.98,65.39,20.42,50.7,69.03,45.38,11.13,39.7,35.13,48.44,68.44,83.83,67.88,55.86,68.03,46.24,21.83,15.43
France,CHATEAUROUX DEOLS,35,2024,38.26,26.18,56.4,16.19,44.38,68.64,25.42,20.05,12.87,39.68,46.86,46.69,61.5,66.26,77.93,38.44,23.41,14.47,9.57
France,CHATEAUROUX DEOLS,35,2025,48.63,24.02,67.79,19.8,58.76,77.46,35.08,18.79,32.23,46.16,61.28,68.92,89.28,73.17,70.32,43.44,41.69,19.89,17.47
France,PERPIGNAN,36,2010,58.1,43.3,72.64,35.97,62.99,81.01,52.19,32.18,41.96,61.24,64.28,63.49,72.42,88.39,81.94,64.78,50.46,41.39,33.44
France,PERPIGNAN,36,2011,58.32,43.48,70.72,39.67,67.12,67.83,56.4,37.66,48.78,49.6,70.31,81.56,59.33,68.01,75.86,68.83,65.16,34.92,38.87
France,PERPIGNAN,36,2012,59.54,54.46,67.89,52.05,61.41,80.05,44.05,48.28,70.17,69.76,52.31,61.88,75.5,85.46,79.03,52.42,45.43,34.25,39.92
France,PERPIGNAN,36,2013,54.97,38.86,69.7,39.3,50.36,78.03,49.58,34.54,43.87,35.46,51.69,63.98,73.97,81.67,78.31,68.08,44.76,36.06,46.56
France,PERPIGNAN,36,2014,55.42,43.64,67.01,39.38,64.75,69.02,51.84,24.81,47.56,62.26,64.22,67.74,73.42,68.58,65.22,62.86,59.17,33.25,35.62
France,PERPIGNAN,36,2015,59.15,45.03,72.39,43.29,63.19,76.96,53.98,47.88,46.7,47.34,71.58,70.91,84.83,78.01,68.28,60.72,48.15,53.28,31.96
France,PERPIGNAN,36,2016,58.0,42.47,73.7,35.05,57.65,80.74,53.81,26.64,47.33,48.15,62.94,62.04,70.36,82.34,89.19,74.91,47.77,39.67,45.08
France,PERPIGNAN,36,2017,60.9,46.46,72.77,42.47,71.7,74.53,59.62,39.41,42.98,63.28,83.22,68.98,75.56,82.28,65.78,60.83,64.25,53.61,29.84
France,PERPIGNAN,36,2018,56.28,44.71,72.96,34.48,53.72,85.32,46.58,38.47,35.21,46.26,62.25,52.93,76.61,94.17,84.89,66.47,43.28,30.11,43.04
France,PERPIGNAN,36,2019,62.5,48.61,74.59,48.43,67.19,83.97,51.44,42.85,60.57,72.39,54.19,74.57,85.89,87.72,78.36,66.25,46.51,41.41,38.31
France,PERPIGNAN,36,2020,55.23,43.83,68.32,43.23,54.66,76.22,49.53,37.12,55.03,45.19,48.86,69.73,61.64,87.66,78.9,62.11,47.74,38.81,29.62
France,PERPIGNAN,36,2021,55.17,41.11,66.68,34.03,59.53,76.68,47.2,38.65,34.14,56.77,60.08,61.75,72.97,77.45,79.49,47.75,56.61,36.92,36.29
France,PERPIGNAN,36,2022,59.27,45.45,76.17,49.89,55.87,85.05,47.92,55.94,58.24,29.65,60.44,77.66,81.22,101.24,72.55,63.14,38.12,42.83,30.48
France,PERPIGNAN,36,2023,60.53,43.59,72.24,41.19,62.58,77.64,55.47,44.35,49.55,56.72,63.33,67.72,71.53,85.11,76.1,69.28,50.32,46.97,44.65
France,PERPIGNAN,36,2024,56.23,47.67,70.14,43.85,58.98,81.68,43.12,39.46,47.67,56.94,63.89,56.26,70.11,90.03,84.54,55.33,34.25,40.08,35.78
France,PERPIGNAN,36,2025,57.84,38.33,73.0,39.13,58.07,82.02,51.79,39.7,42.2,38.39,59.56,76.32,85.64,85.24,75.3,55.33,52.34,47.69,35.4
France,PARIS - MONTSOURIS,38,2010,38.39,21.99,54.16,13.96,52.52,53.09,34.7,12.61,15.48,45.75,66.94,45.32,56.53,60.32,42.53,53.78,40.48,9.64,10.13
France,PARIS - MONTSOURIS,38,2011,39.74,22.01,54.85,10.72,63.67,45.34,36.79,10.59,11.52,48.31,67.25,75.56,44.0,41.72,50.24,50.19,38.17,21.94,15.46
France,PARIS - MONTSOURIS,38,2012,38.81,29.74,51.8,21.78,49.01,54.97,29.67,17.04,33.59,52.23,37.25,57.18,40.64,56.67,67.15,51.08,27.37,10.64,14.03
France,PARIS - MONTSOURIS,38,2013,37.39,17.83,54.08,13.91,34.73,67.83,27.0,9.01,19.2,26.61,47.06,30.91,52.53,82.45,68.01,42.86,25.99,12.17,30.3
France,PARIS - MONTSOURIS,38,2014,40.61,26.59,55.56,21.94,53.46,54.95,38.09,11.51,24.23,54.65,49.89,55.73,70.17,51.42,43.74,62.97,31.1,20.42,11.18
France,PARIS - MONTSOURIS,38,2015,44.63,23.93,62.9,17.62,52.9,68.75,34.08,13.12,29.73,38.47,66.58,54.09,84.42,65.24,57.1,50.36,29.52,22.5,24.46
France,PARIS - MONTSOURIS,38,2016,39.35,24.88,50.76,21.48,39.69,56.84,37.24,14.27,26.01,32.5,43.5,43.2,33.31,64.76,71.69,47.17,41.1,23.33,30.19
France,PARIS - MONTSOURIS,38,2017,40.9,28.7,57.59,24.35,52.72,60.43,32.21,22.12,20.36,34.09,61.25,63.09,80.78,53.31,47.88,39.53,36.32,20.64,10.7
France,PARIS - MONTSOURIS,38,2018,45.36,22.19,65.3,17.92,48.86,67.43,45.23,10.16,34.49,21.99,51.14,73.52,63.53,71.26,67.37,64.42,47.47,23.72,14.84
France,PARIS - MONTSOURIS,38,2019,46.08,30.83,65.32,23.33,50.9,75.63,31.87,9.57,47.98,42.82,58.97,51.16,71.44,91.02,64.3,54.69,23.23,17.97,20.62
France,PARIS - MONTSOURIS,38,2020,47.41,25.83,68.2,23.12,67.14,63.83,38.49,23.01,25.92,43.98,73.06,84.57,56.67,75.27,59.33,59.81,23.12,33.06,10.83
France,PARIS - MONTSOURIS,38,2021,43.16,26.85,55.94,17.94,56.63,52.14,43.55,13.23,31.04,50.43,69.14,50.73,60.11,50.91,45.65,59.78,45.38,25.44,16.24
France,PARIS - MONTSOURIS,38,2022,49.97,32.34,69.65,23.46,60.51,81.0,35.07,19.76,35.57,51.77,62.06,67.74,75.53,90.73,76.56,44.44,39.01,21.64,13.63
France,PARIS - MONTSOURIS,38,2023,42.53,25.09,60.15,20.84,45.81,64.18,39.53,11.24,39.46,26.83,41.72,68.74,83.14,60.32,49.7,57.31,40.03,21.25,11.4
France,PARIS - MONTSOURIS,38,2024,34.42,23.72,48.77,15.74,37.93,58.22,25.44,24.54,10.98,33.23,39.11,41.51,57.5,52.42,64.73,36.92,26.37,13.0,11.48
France,PARIS - MONTSOURIS,38,2025,46.38,24.47,65.03,18.07,59.95,72.65,31.37,14.46,29.38,52.23,65.58,62.2,80.69,62.31,75.22,44.0,34.25,15.78,19.44
France,MARIGNANE,39,2010,63.54,44.4,85.59,35.55,66.89,95.83,57.22,34.11,38.6,54.17,72.61,74.09,89.94,105.97,91.4,79.03,54.03,38.69,28.28
France,MARIGNANE,39,2011,69.88,44.0,90.15,38.05,78.9,92.69,61.62,39.95,46.76,56.37,84.42,96.1,87.69,92.72,97.5,81.92,65.97,36.83,50.48
France,MARIGNANE,39,2012,69.38,55.83,85.77,54.1,74.44,97.07,54.48,50.32,62.01,69.14,68.31,85.67,95.33,101.88,93.95,68.69,56.48,38.19,41.85
France,MARIGNANE,39,2013,67.56,48.79,87.08,48.87,63.36,101.01,57.04,48.17,57.41,51.1,60.89,78.01,101.94,104.11,97.02,79.89,53.39,37.97,40.22
France,MARIGNANE,39,2014,65.49,44.81,85.19,36.21,76.69,92.07,57.77,28.63,40.18,67.8,73.22,88.95,94.33,89.38,92.58,72.14,65.99,34.92,35.73
France,MARIGNANE,39,2015,69.69,47.66,92.14,43.67,74.85,101.97,61.14,48.92,46.64,53.23,79.72,91.75,104.75,106.37,94.89,74.83,50.65,58.31,25.3
France,MARIGNANE,39,2016,67.01,44.61,87.94,33.95,70.35,96.19,59.94,29.22,48.25,56.64,71.64,82.82,90.19,101.88,96.29,84.22,54.35,41.42,46.61
France,MARIGNANE,39,2017,71.16,48.95,90.26,43.98,79.98,97.26,66.24,44.25,40.77,65.27,85.08,89.76,103.31,103.84,84.81,74.47,69.52,54.61,36.4
France,MARIGNANE,39,2018,63.08,49.96,82.39,40.39,60.1,95.76,52.36,40.05,45.18,53.71,68.44,58.41,87.83,107.77,91.42,80.08,50.0,27.08,45.65
France,MARIGNANE,39,2019,70.3,52.72,87.21,53.27,76.97,97.95,54.83,51.85,63.27,78.63,68.67,83.56,101.08,103.17,89.7,76.44,52.69,35.42,38.92
France,MARIGNANE,39,2020,66.45,45.5,86.7,42.06,70.7,99.2,57.21,32.31,55.83,58.17,72.31,81.67,96.44,106.69,94.38,67.97,57.8,45.83,27.9
France,MARIGNANE,39,2021,65.67,46.43,82.84,36.39,70.37,94.79,55.9,40.67,41.04,64.78,68.25,78.01,97.17,92.55,94.73,65.78,61.69,40.03,41.24
France,MARIGNANE,39,2022,69.39,50.17,90.13,50.79,69.14,101.34,58.51,55.32,56.34,46.67,71.11,89.7,96.81,113.2,93.87,75.22,54.17,46.28,33.09
France,MARIGNANE,39,2023,69.49,49.77,86.37,44.9,72.52,94.89,61.9,44.41,58.51,62.88,80.31,74.62,85.39,105.05,93.92,78.44,59.44,47.92,42.37
France,MARIGNANE,39,2024,67.12,50.15,85.47,44.94,71.41,96.2,54.84,42.77,50.0,58.33,76.44,79.62,86.08,105.4,96.77,67.64,52.07,44.92,44.49
France,MARIGNANE,39,2025,65.6,44.62,86.59,39.64,66.08,99.8,61.34,35.27,39.11,51.34,60.19,86.51,104.92,103.74,90.91,72.58,62.82,48.56,29.44
Germany,BAMBERG,40,2010,33.66,14.71,51.01,7.22,41.2,59.95,26.75,1.77,11.99,34.44,63.89,26.02,67.56,76.83,35.7,36.56,36.37,7.0,5.03
Germany,BAMBERG,40,2011,41.89,22.31,57.75,12.14,65.1,49.81,39.72,10.91,21.37,52.61,66.92,75.83,48.14,45.73,55.51,54.22,38.52,26.44,5.43
Germany,BAMBERG,40,2012,39.05,26.93,55.63,17.94,50.71,56.39,30.3,14.65,34.83,42.18,38.33,71.21,51.86,54.19,62.96,54.5,27.9,8.58,6.99
Germany,BAMBERG,40,2013,31.59,14.49,47.67,7.39,29.51,62.87,24.16,6.1,9.26,27.39,33.64,27.63,52.22,77.63,58.41,35.81,28.58,7.94,12.37
Germany,BAMBERG,40,2014,36.09,21.58,51.82,14.31,47.78,61.25,23.26,9.68,21.61,48.87,47.64,46.83,77.42,63.49,43.36,32.22,23.49,14.06,3.84
Germany,BAMBERG,40,2015,39.24,19.35,57.67,11.1,52.6,64.33,26.3,7.26,23.39,44.3,62.81,51.02,52.94,73.12,66.56,38.97,23.58,16.44,9.46
Germany,BAMBERG,40,2016,35.91,16.21,55.42,10.54,41.08,58.79,31.16,11.61,10.55,25.27,42.53,55.48,50.06,56.24,69.78,57.92,18.06,17.94,14.6
Germany,BAMBERG,40,2017,36.35,22.93,51.89,20.77,44.92,63.04,17.91,24.78,23.15,38.92,35.69,59.84,72.92,57.96,58.58,25.64,20.03,8.0,9.3
Germany,BAMBERG,40,2018,45.27,17.23,67.87,15.75,55.02,69.81,41.22,7.28,32.26,27.66,64.69,73.01,60.81,81.13,67.2,59.81,43.98,19.78,5.16
Germany,BAMBERG,40,2019,41.5,24.75,61.42,17.54,45.46,71.66,27.63,11.21,38.24,31.29,64.25,41.45,85.97,68.82,60.65,47.81,25.56,9.58,14.19
Germany,BAMBERG,40,2020,41.25,19.66,64.28,13.74,62.31,61.05,30.38,11.37,15.78,40.91,81.86,64.78,55.69,70.43,56.85,56.08,16.29,19.22,5.62
Germany,BAMBERG,40,2021,36.36,19.52,51.81,13.44,44.01,54.37,32.1,4.06,32.5,40.67,52.11,39.52,68.56,54.97,40.05,56.33,33.49,6.42,8.52
Germany,BAMBERG,40,2022,43.58,22.4,63.59,11.55,58.43,75.61,27.79,3.9,23.36,58.28,48.44,68.25,80.75,71.29,74.95,37.08,29.46,16.78,8.79
Germany,BAMBERG,40,2023,38.68,18.26,60.6,12.14,42.01,64.95,35.32,6.37,22.23,26.26,39.5,60.19,84.06,62.88,48.52,68.78,29.27,8.11,7.93
Germany,BAMBERG,40,2024,35.46,17.75,55.49,12.51,40.56,65.85,23.75,18.74,10.75,30.94,44.25,46.61,56.86,64.84,75.56,44.11,15.81,11.58,4.38
Germany,BAMBERG,40,2025,,21.15,,15.52,65.24,65.67,,18.39,24.67,52.1,70.11,73.66,77.58,46.85,72.96,,,,
Germany,BERLIN-DAHLEM,41,2010,36.67,17.08,55.82,10.55,39.22,69.86,27.99,7.69,15.83,32.74,60.17,25.43,83.19,83.71,43.12,39.78,36.99,6.89,3.87
Germany,BERLIN-DAHLEM,41,2011,45.84,24.06,60.43,15.16,63.74,56.11,46.66,13.06,29.97,53.6,60.33,77.18,74.58,44.95,49.41,56.47,44.95,38.61,6.96
Germany,BERLIN-DAHLEM,41,2012,42.0,30.64,58.01,17.47,54.13,58.5,36.66,15.86,30.43,47.28,47.61,67.28,48.06,59.3,67.8,57.33,39.87,12.67,9.73
Germany,BERLIN-DAHLEM,41,2013,37.38,19.39,56.2,7.93,42.43,71.17,26.0,5.83,8.24,38.68,42.44,46.16,63.97,85.05,64.25,34.42,31.34,12.06,13.44
Germany,BERLIN-DAHLEM,41,2014,42.13,25.94,58.22,20.55,52.02,65.28,31.26,12.45,37.38,49.65,54.19,52.28,65.61,74.6,55.65,46.72,29.57,17.56,9.92
Germany,BERLIN-DAHLEM,41,2015,44.72,23.01,63.03,17.25,52.92,69.13,34.97,8.06,35.54,38.44,61.42,59.17,61.03,67.39,78.71,49.92,37.61,17.31,21.56
Germany,BERLIN-DAHLEM,41,2016,41.53,23.41,63.99,18.58,50.79,63.24,35.26,13.92,20.37,29.3,52.89,70.24,74.72,57.02,58.36,70.94,13.49,22.06,15.4
Germany,BERLIN-DAHLEM,41,2017,38.98,21.11,57.08,17.57,48.51,63.61,27.19,16.99,20.63,38.09,43.81,63.49,67.19,59.84,63.92,43.67,22.55,15.5,10.78
Germany,BERLIN-DAHLEM,41,2018,52.61,23.0,77.87,21.11,68.11,78.83,43.85,8.84,46.13,36.18,72.39,95.89,67.44,92.15,76.53,61.78,47.66,21.97,4.17
Germany,BERLIN-DAHLEM,41,2019,46.91,25.42,69.44,18.81,53.49,76.69,33.83,15.3,38.9,25.7,77.22,58.31,98.89,62.07,69.84,50.92,37.34,13.11,16.21
Germany,BERLIN-DAHLEM,41,2020,47.27,25.82,70.46,17.88,68.47,68.29,34.5,20.24,17.16,49.92,88.33,67.8,70.11,65.83,68.98,61.97,20.35,21.64,14.73
Germany,BERLIN-DAHLEM,41,2021,40.51,22.62,57.0,16.66,48.78,65.14,32.35,6.1,30.48,43.15,48.83,54.35,82.22,63.09,50.67,42.94,42.37,11.42,10.27
Germany,BERLIN-DAHLEM,41,2022,49.92,27.61,68.74,13.67,65.09,78.13,43.03,9.68,21.85,69.03,54.86,71.05,84.44,82.23,67.93,51.42,50.22,27.22,6.99
Germany,BERLIN-DAHLEM,41,2023,43.81,24.77,69.27,12.8,55.35,67.86,38.26,7.88,24.67,31.72,46.31,87.74,76.31,73.44,54.11,77.47,23.41,14.39,7.63
Germany,BERLIN-DAHLEM,41,2024,45.72,21.19,68.26,13.65,58.17,72.88,37.37,17.28,16.21,47.69,50.42,76.16,68.47,69.76,80.27,63.78,36.05,12.33,8.68
Germany,BERLIN-DAHLEM,41,2025,,,67.14,17.92,,67.38,36.46,11.99,34.7,,73.5,68.39,79.28,51.37,71.88,58.72,25.19,25.83,23.09
Germany,BREMEN,42,2010,37.04,16.87,56.47,9.42,48.03,65.66,24.32,4.33,12.77,37.04,64.78,42.82,78.56,78.87,39.97,34.08,30.83,7.83,11.45
Germany,BREMEN,42,2011,38.56,21.15,52.34,14.29,60.0,43.73,37.09,13.01,18.84,44.3,68.31,67.66,57.81,36.21,37.63,46.94,42.18,21.97,7.31
Germany,BREMEN,42,2012,34.15,23.31,48.07,13.16,42.85,52.25,26.98,9.97,22.39,34.25,35.11,58.95,41.53,55.78,59.09,37.0,28.92,14.94,7.72
Germany,BREMEN,42,2013,34.93,17.84,51.66,9.65,37.65,65.91,25.38,7.9,13.72,33.36,44.28,35.54,56.44,78.79,62.18,32.03,26.77,17.28,9.19
